"Jelölt neve","Nemzetiség","Státusz","OEVK","Állapotváltozás dátuma","Jelölő szervezet neve","Lista típusa"
"DR. VADAI ÁGNES","","Nyilvántartásba véve","Komárom-Esztergom vármegye, 01. számú egyéni választókerület","2026. március 6.","Demokratikus Koalíció",""
"VADAI ATTILA","","Nyilvántartásba véve","Budapest főváros, 09. számú egyéni választókerület","2026. március 9.","Demokratikus Koalíció",""
"VÁGI ATTILA","","Ajánlóív igénylése visszautasítva","Bács-Kiskun vármegye, 02. számú egyéni választókerület","2026. február 26.","Normális Élet Pártja",""
"VAGYON TIBOR ISTVÁN","","Nyilvántartásba vétel visszautasítva","","2026. március 11.","Tea Párt Közösség","Önálló lista"
"VAJDA DÁNIEL","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"VAJDA LÁSZLÓ","Roma","Nyilvántartásba véve","","2026. március 2.","Magyarországi Romák Országos Önkormányzata","Nemzetiségi lista"
"VAJDA ZOLTÁN","","Kiesett","Budapest főváros, 14. számú egyéni választókerület","2026. március 25.","Független jelölt",""
"VALCSEV IVANOV JÁNOS","Bolgár","Nyilvántartásba véve","","2026. március 2.","Bolgár Országos Önkormányzat","Nemzetiségi lista"
"VALENTIN ANDRÁS","","Nyilvántartásba véve","Budapest főváros, 16. számú egyéni választókerület","2026. március 15.","Magyar Kétfarkú Kutya Párt",""
"VALENTIN ANDRÁS","","Nyilvántartásba véve","","2026. március 10.","Magyar Kétfarkú Kutya Párt","Önálló lista"
"VALICZKÓ MIHÁLY","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"VALU SÁNDOR","","Nyilvántartásba vétel visszautasítva","","2026. március 11.","Tea Párt Közösség","Önálló lista"
"VÁMOS ZOLTÁN","","Nyilvántartásba véve","Vas vármegye, 01. számú egyéni választókerület","2026. február 26.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"VÁMOS ZOLTÁN","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"DR. VÁNTSA BOTOND","","Nyilvántartásba véve","Pest vármegye, 10. számú egyéni választókerület","2026. február 27.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"DR. VÁNTSA BOTOND","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"VÁRADI BARNA","","Nyilvántartásba véve","Hajdú-Bihar vármegye, 03. számú egyéni választókerület","2026. március 9.","Jobbik Magyarországért Mozgalom",""
"VÁRADI CSABA","","Nyilvántartásba vétel visszautasítva","Budapest főváros, 09. számú egyéni választókerület","2026. március 12.","Normális Élet Pártja",""
"VÁRADI DZSENIFER","","Nem kíván indulni","Budapest főváros, 06. számú egyéni választókerület","2026. március 6.","Középen Állók Pártja",""
"VÁRADI FRUZSINA","","Nyilvántartásba vétel visszautasítva","Budapest főváros, 15. számú egyéni választókerület","2026. március 13.","Középen Állók Pártja",""
"VÁRADI PATRIK","","Nyilvántartásba vétel visszautasítva","Tolna vármegye, 03. számú egyéni választókerület","2026. március 9.","Normális Élet Pártja",""
"VARGA ANIKÓ CSILLA","","Nyilvántartásba vétel visszautasítva","","2026. március 11.","Tea Párt Közösség","Önálló lista"
"VARGA BALÁZS","","Nyilvántartásba véve","Borsod-Abaúj-Zemplén vármegye, 03. számú egyéni választókerület","2026. március 6.","Mi Hazánk Mozgalom",""
"VARGA BALÁZS","","Nyilvántartásba véve","Zala vármegye, 02. számú egyéni választókerület","2026. február 28.","Tisztelet és Szabadság Párt",""
"VARGA BALÁZS","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"VARGA BALÁZS","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"VARGA DORINA MÓNIKA","","Nem kíván indulni","Jász-Nagykun-Szolnok vármegye, 03. számú egyéni választókerület","2026. március 13.","Normális Élet Pártja",""
"VARGA FERENC","","Nyilvántartásba véve","Csongrád-Csanád vármegye, 03. számú egyéni választókerület","2026. február 28.","Demokratikus Koalíció",""
"VARGA FERENC","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"VARGA GÁBOR","","Nyilvántartásba véve","Fejér vármegye, 05. számú egyéni választókerület","2026. február 26.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"VARGA GÁBOR","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"VARGA GÁBOR","Ruszin","Nyilvántartásba véve","","2026. március 5.","Országos Ruszin Önkormányzat","Nemzetiségi lista"
"VARGA GERGŐ","","Nyilvántartásba véve","Borsod-Abaúj-Zemplén vármegye, 04. számú egyéni választókerület","2026. március 2.","Demokratikus Koalíció",""
"VARGA GERGŐ","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"VARGA IMRE ATTILA","","Nyilvántartásba vétel visszautasítva","","2026. március 11.","Tea Párt Közösség","Önálló lista"
"VARGA JÁNOS","","Nyilvántartásba véve","Heves vármegye, 02. számú egyéni választókerület","2026. március 5.","Demokratikus Koalíció",""
"VARGA JÁNOS","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"VARGA JÓZSEF","","Nem kíván indulni","Budapest főváros, 09. számú egyéni választókerület","2026. március 3.","Független jelölt",""
"VARGA KIARA REGINA","","Nem kíván indulni","Pest vármegye, 05. számú egyéni választókerület","2026. március 16.","Normális Élet Pártja",""
"VARGA LŐRINC MIHÁLY","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"VARGA MÁRIA","","Nyilvántartásba vétel visszautasítva","Budapest főváros, 04. számú egyéni választókerület","2026. március 12.","Normális Élet Pártja",""
"VARGA MARTIN","","Nem kíván indulni","Jász-Nagykun-Szolnok vármegye, 04. számú egyéni választókerület","2026. március 6.","Magyar Igazság és Élet Pártja",""
"VARGA PÉTER","","Nem kíván indulni","Budapest főváros, 04. számú egyéni választókerület","2026. március 6.","Magyarországi Egyesült Emberiség",""
"VARGA SÁNDOR","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"VARGA SZIMEON","Bolgár","Nyilvántartásba véve","","2026. március 2.","Bolgár Országos Önkormányzat","Nemzetiségi lista"
"VARGA TAMÁS","","Nyilvántartásba véve","Baranya vármegye, 01. számú egyéni választókerület","2026. március 2.","Mi Hazánk Mozgalom",""
"VARGA TAMÁS","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"VARGA ZOLTÁN","","Nyilvántartásba véve","Hajdú-Bihar vármegye, 01. számú egyéni választókerület","2026. március 6.","Demokratikus Koalíció",""
"VARGA ZOLTÁN","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"VARGA ZSOLT","","Nem kíván indulni","Budapest főváros, 04. számú egyéni választókerület","2026. március 12.","Középen Állók Pártja",""
"VARGA ZSOLTNÉ SZALAI PIROSKA MÁRIA","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"DR. VARGA-BAJUSZ VERONIKA","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"VARGHA TAMÁS","","Nyilvántartásba véve","Fejér vármegye, 01. számú egyéni választókerület","2026. február 27.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"VARGHA TAMÁS","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"VARGOVICS JÓZSEF ÁRPÁDNÉ","Horvát","Nyilvántartásba véve","","2026. március 5.","Országos Horvát Önkormányzat","Nemzetiségi lista"
"VARJU LÁSZLÓ","","Nyilvántartásba véve","Budapest főváros, 12. számú egyéni választókerület","2026. február 27.","Demokratikus Koalíció",""
"VARJU LÁSZLÓ","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"VÁRKONYI ZOLTÁN","","Nyilvántartásba véve","Budapest főváros, 01. számú egyéni választókerület","2026. március 9.","A SZOLIDARITÁS PÁRTJA, Magyar Munkáspárt",""
"VÁRSZEGI ANDREA","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"VASÁRUS NIKOLETT","","Nyilvántartásba vétel visszautasítva","Győr-Moson-Sopron vármegye, 02. számú egyéni választókerület","2026. március 10.","Normális Élet Pártja",""
"VASS SZILVIA","","Kiesett","Szabolcs-Szatmár-Bereg vármegye, 03. számú egyéni választókerület","2026. március 23.","Normális Élet Pártja",""
"VASVÁRI PÉTER LAJOS","","Nyilvántartásba véve","Pest vármegye, 03. számú egyéni választókerület","2026. március 9.","Demokratikus Koalíció",""
"VASVÁRI PÉTER LAJOS","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"VASZKÓ IMRE","","Nyilvántartásba véve","Hajdú-Bihar vármegye, 02. számú egyéni választókerület","2026. március 9.","Demokratikus Koalíció",""
"VASZKÓ IMRE","","Nyilvántartásba véve","","2026. március 8.","Demokratikus Koalíció","Önálló lista"
"VÉCSEY LÁSZLÓ","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"VÉGH ANNAMÁRIA","","Nyilvántartásba véve","Fejér vármegye, 01. számú egyéni választókerület","2026. február 27.","Mi Hazánk Mozgalom",""
"VÉGH ANNAMÁRIA","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"DR. VEJKEY IMRE","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"VÉKONY CSONGOR","","Nyilvántartásba véve","Budapest főváros, 07. számú egyéni választókerület","2026. március 9.","Független jelölt",""
"VÉKONY RENÁTA","","Nyilvántartásba vétel visszautasítva","Tolna vármegye, 02. számú egyéni választókerület","2026. március 9.","Középen Állók Pártja",""
"VELKEY GYÖRGY LÁSZLÓ","","Nyilvántartásba véve","Budapest főváros, 06. számú egyéni választókerület","2026. február 28.","Tisztelet és Szabadság Párt",""
"VELKEY GYÖRGY LÁSZLÓ","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"VERES ÁDÁM LÁSZLÓ","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"VERES CSABA","","Nyilvántartásba véve","Csongrád-Csanád vármegye, 04. számú egyéni választókerület","2026. március 5.","Mi Hazánk Mozgalom",""
"VERES CSABA","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"VERES GÁBOR","","Nem kíván indulni","Borsod-Abaúj-Zemplén vármegye, 04. számú egyéni választókerület","2026. március 6.","Független jelölt",""
"VERESS ERZSÉBET CSILLA","","Nem kíván indulni","Jász-Nagykun-Szolnok vármegye, 01. számú egyéni választókerület","2026. március 5.","Normális Élet Pártja",""
"VÉRTES ERZSÉBET MARIANNA","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"VESELICZ TIBORNÉ","","Nyilvántartásba véve","Békés vármegye, 04. számú egyéni választókerület","2026. március 9.","Demokratikus Koalíció",""
"VETRÓNÉ NEGREU MARIANA FLORICA","Román","Nyilvántartásba véve","","2026. március 2.","Magyarországi Románok Országos Önkormányzata","Nemzetiségi lista"
"VICZÁN PÉTER","","Nyilvántartásba véve","Jász-Nagykun-Szolnok vármegye, 01. számú egyéni választókerület","2026. március 7.","Magyar Kétfarkú Kutya Párt",""
"VICZÁN PÉTER","","Nyilvántartásba véve","","2026. március 10.","Magyar Kétfarkú Kutya Párt","Önálló lista"
"VICSEK ANNAMÁRIA","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"VIDÓ ATTILA","","Nyilvántartásba véve","Békés vármegye, 03. számú egyéni választókerület","2026. március 8.","Mi Hazánk Mozgalom",""
"VIDÓ ATTILA","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"VIDÓ EDIT MÁRTA","","Nyilvántartásba véve","Békés vármegye, 04. számú egyéni választókerület","2026. március 9.","Jobbik Magyarországért Mozgalom",""
"VIG KRISZTINA","","Nyilvántartásba vétel visszautasítva","Budapest főváros, 14. számú egyéni választókerület","2026. március 9.","Jobbik Magyarországért Mozgalom",""
"VILCSEK ERNŐ","","Nyilvántartásba véve","Borsod-Abaúj-Zemplén vármegye, 03. számú egyéni választókerület","2026. március 9.","Jobbik Magyarországért Mozgalom",""
"VILLANGÓ MÁTÉ","","Nem kíván indulni","Heves vármegye, 01. számú egyéni választókerület","2026. március 6.","A SZOLIDARITÁS PÁRTJA, Magyar Munkáspárt",""
"VINCZE MIKLÓS","","Nyilvántartásba véve","Pest vármegye, 12. számú egyéni választókerület","2026. március 9.","Jobbik Magyarországért Mozgalom",""
"VINCZE OLGA","","Nyilvántartásba véve","Veszprém vármegye, 03. számú egyéni választókerület","2026. március 9.","A SZOLIDARITÁS PÁRTJA, Magyar Munkáspárt",""
"VINKLÁR LÁSZLÓ","","Nyilvántartásba véve","Fejér vármegye, 05. számú egyéni választókerület","2026. március 15.","Magyar Kétfarkú Kutya Párt",""
"VINKLÁR LÁSZLÓ","","Nyilvántartásba véve","","2026. március 10.","Magyar Kétfarkú Kutya Párt","Önálló lista"
"DR. VINNAI GYŐZŐ","","Nyilvántartásba véve","Szabolcs-Szatmár-Bereg vármegye, 02. számú egyéni választókerület","2026. február 26.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"DR. VINNAI GYŐZŐ","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"VIRÁG FERENCNÉ","","Nyilvántartásba vétel visszautasítva","","2026. március 11.","Tea Párt Közösség","Önálló lista"
"DR. VIRÁGH GABRIELLA","","Nyilvántartásba véve","Budapest főváros, 08. számú egyéni választókerület","2026. február 26.","Tisztelet és Szabadság Párt",""
"DR. VIRÁGH GABRIELLA","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"DR. VITÁLYOS ESZTER","","Nyilvántartásba véve","Pest vármegye, 04. számú egyéni választókerület","2026. február 26.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"DR. VITÁLYOS ESZTER","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"DR. VITÁNYI ISTVÁN","","Nyilvántartásba véve","Hajdú-Bihar vármegye, 04. számú egyéni választókerület","2026. február 27.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt",""
"DR. VITÁNYI ISTVÁN","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"VITÁNYI LÁSZLÓ","","Nyilvántartásba vétel visszautasítva","Budapest főváros, 15. számú egyéni választókerület","2026. március 9.","Otthon Védelme Ingatlan Párt",""
"VITÁNYI LÁSZLÓNÉ","","Nyilvántartásba vétel visszautasítva","Budapest főváros, 08. számú egyéni választókerület","2026. március 9.","Otthon Védelme Ingatlan Párt",""
"VIZIN BALÁZS","","Nyilvántartásba véve","","2026. március 8.","FIDESZ - Magyar Polgári Szövetség, Kereszténydemokrata Néppárt","Közös lista"
"VOZÁR MARTIN","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"VÖRÖS ELVIRA","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"VÖRÖS JÁNOS","","Nyilvántartásba véve","Hajdú-Bihar vármegye, 02. számú egyéni választókerület","2026. március 9.","Mi Hazánk Mozgalom",""
"VÖRÖS JÁNOS","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"VÖRÖS MÁRIA","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"WÉBER ZSOLT","","Nyilvántartásba véve","","2026. március 2.","Mi Hazánk Mozgalom","Önálló lista"
"WEIGAND ISTVÁN","","Nyilvántartásba véve","Budapest főváros, 05. számú egyéni választókerület","2026. február 26.","Tisztelet és Szabadság Párt",""
"WEIGAND ISTVÁN","","Nyilvántartásba véve","","2026. március 10.","Tisztelet és Szabadság Párt","Önálló lista"
"WERNER GÁBOR","Német","Nyilvántartásba véve","","2026. március 8.","Magyarországi Németek Országos Önkormányzata","Nemzetiségi lista"
